questions,queries,answers
which municipality has the highest charging stations of electronic cars [no.] ?,SELECT T2.name         FROM spatialunit AS T2         JOIN charging_stations_electric_cars AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.charging_stations DESC LIMIT 1,63.0
which municipality has the minimum charging stations of electronic cars [no.] ?,SELECT T2.name         FROM spatialunit AS T2         JOIN charging_stations_electric_cars AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.charging_stations ASC LIMIT 1,0.0
"what are the highest, lowest and average charging stations of electronic cars [no.] ?","SELECT MAX(T1.charging_stations::numeric),         MIN(T1.charging_stations::numeric), AVG(T1.charging_stations::numeric)         FROM charging_stations_electric_cars AS T1","[63.0, 0.0, 3.36]"
how many municipalities have a charging stations of electronic cars [no.]  higher than 1.0 per year?,"SELECT T1.year, COUNT(*)         FROM charging_stations_electric_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.charging_stations::numeric > 1.0 AND T2.type_id = 1         GROUP BY T1.year",41
how high is the total charging stations of electronic cars [no.]  in the canton zurich in the year 2021?,SELECT T1.charging_stations FROM charging_stations_electric_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2021,1.0
which region had the lowest charging stations of electronic cars [no.]  in the year 2021?,SELECT T2.name         FROM charging_stations_electric_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2021         ORDER BY T1.charging_stations         LIMIT 1,0.0
what is the share of the people in 2014 living near a bus stop in wetzikon?,SELECT T1.access_by_bus         FROM accessibility_bus AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Wetzikon' AND T1.year = 2014,33.5
"the percentage of people living in wetzikon, in 2014, in proximity to a bus stop is high?",SELECT T1.access_by_bus         FROM accessibility_bus AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Wetzikon' AND T1.year = 2014,33.5
how high is the share of people living in proximity to a bus stop in wetzikon in 2014?,SELECT T1.access_by_bus         FROM accessibility_bus AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Wetzikon' AND T1.year = 2014,33.5
how high is the share of people in 2014 in the proximity to a bus station in wetzikon?,SELECT T1.access_by_bus         FROM accessibility_bus AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Wetzikon' AND T1.year = 2014,33.5
how high is the share of people living near a bus stop in wetzikon in 2014?,SELECT T1.access_by_bus         FROM accessibility_bus AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Wetzikon' AND T1.year = 2014,33.5
in 2014 how high is the share of people living in a bus stop near wetzikon?,SELECT T1.access_by_bus         FROM accessibility_bus AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Wetzikon' AND T1.year = 2014,33.5
in 2014 how high is the share of people who live at a bus stop in wetzikon?,SELECT T1.access_by_bus         FROM accessibility_bus AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Wetzikon' AND T1.year = 2014,33.5
how high is the percentage of people living near a bus stop in wetzikon in 2014?,SELECT T1.access_by_bus         FROM accessibility_bus AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Wetzikon' AND T1.year = 2014,33.5
which municipality has the highest share of people living in proximity of a bus stop?,SELECT T2.name         FROM spatialunit AS T2         JOIN accessibility_bus AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.access_by_bus DESC LIMIT 1,99.1
which municipality has the highest share of people living close to a bus stop?,SELECT T2.name         FROM spatialunit AS T2         JOIN accessibility_bus AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.access_by_bus DESC LIMIT 1,99.1
which municipality has the highest share of people living in close proximity to a bus stop?,SELECT T2.name         FROM spatialunit AS T2         JOIN accessibility_bus AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.access_by_bus DESC LIMIT 1,99.1
which municipality has the highest proportion of people living in proximity of a bus stop?,SELECT T2.name         FROM spatialunit AS T2         JOIN accessibility_bus AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.access_by_bus DESC LIMIT 1,99.1
which municipality has the highest share of people living near a bus stop?,SELECT T2.name         FROM spatialunit AS T2         JOIN accessibility_bus AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.access_by_bus DESC LIMIT 1,99.1
which municipality has the highest proportion of people living in close proximity of a bus stop?,SELECT T2.name         FROM spatialunit AS T2         JOIN accessibility_bus AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.access_by_bus DESC LIMIT 1,99.1
which municipality has the highest number of people who live near a bus stop?,SELECT T2.name         FROM spatialunit AS T2         JOIN accessibility_bus AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.access_by_bus DESC LIMIT 1,99.1
which municipality has the highest number of people living near a bus stop?,SELECT T2.name         FROM spatialunit AS T2         JOIN accessibility_bus AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.access_by_bus DESC LIMIT 1,99.1
which municipality has the minimum population in proximity to a bus station?,SELECT T2.name         FROM spatialunit AS T2         JOIN accessibility_bus AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.access_by_bus ASC LIMIT 1,0.0
which municipality has the minimum share of people living in the vicinity of a bus stop?,SELECT T2.name         FROM spatialunit AS T2         JOIN accessibility_bus AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.access_by_bus ASC LIMIT 1,0.0
which municipality has the minimum number of people living in close proximity of a bus stop?,SELECT T2.name         FROM spatialunit AS T2         JOIN accessibility_bus AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.access_by_bus ASC LIMIT 1,0.0
which municipality has the minimum share of residents living within proximity to a bus stop?,SELECT T2.name         FROM spatialunit AS T2         JOIN accessibility_bus AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.access_by_bus ASC LIMIT 1,0.0
which municipality has the minimum number of people living near a bus stop?,SELECT T2.name         FROM spatialunit AS T2         JOIN accessibility_bus AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.access_by_bus ASC LIMIT 1,0.0
which municipality has the least share of people living near a bus stop?,SELECT T2.name         FROM spatialunit AS T2         JOIN accessibility_bus AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.access_by_bus ASC LIMIT 1,0.0
"what is the highest, lowest and average number of people living close to a bus stop?","SELECT MAX(T1.access_by_bus::numeric),         MIN(T1.access_by_bus::numeric), AVG(T1.access_by_bus::numeric)         FROM accessibility_bus AS T1","[99.1, 0.0, 56.21]"
"what are the highest, lowest and average share of people living in proximity of a bus stop?","SELECT MAX(T1.access_by_bus::numeric),         MIN(T1.access_by_bus::numeric), AVG(T1.access_by_bus::numeric)         FROM accessibility_bus AS T1","[99.1, 0.0, 56.21]"
"what are the highest, lowest and the average share of people living near a bus stop?","SELECT MAX(T1.access_by_bus::numeric),         MIN(T1.access_by_bus::numeric), AVG(T1.access_by_bus::numeric)         FROM accessibility_bus AS T1","[99.1, 0.0, 56.21]"
"what are the highest, lowest and the average share of people living in proximity of a bus stop?","SELECT MAX(T1.access_by_bus::numeric),         MIN(T1.access_by_bus::numeric), AVG(T1.access_by_bus::numeric)         FROM accessibility_bus AS T1","[99.1, 0.0, 56.21]"
"which are the highest, lowest and average percentage of people living in close proximity of a bus stop?","SELECT MAX(T1.access_by_bus::numeric),         MIN(T1.access_by_bus::numeric), AVG(T1.access_by_bus::numeric)         FROM accessibility_bus AS T1","[99.1, 0.0, 56.21]"
"what are the highest, lowest and most common number of people who live in close proximity to a bus stop?","SELECT MAX(T1.access_by_bus::numeric),         MIN(T1.access_by_bus::numeric), AVG(T1.access_by_bus::numeric)         FROM accessibility_bus AS T1","[99.1, 0.0, 56.21]"
"what are the highest, lowest and the average share of people living close to a bus stop?","SELECT MAX(T1.access_by_bus::numeric),         MIN(T1.access_by_bus::numeric), AVG(T1.access_by_bus::numeric)         FROM accessibility_bus AS T1","[99.1, 0.0, 56.21]"
how many municipalities have a share of people living in the proximity of a bus station : which is higher than 33.5 per year?,"SELECT T1.year, COUNT(*)         FROM accessibility_bus AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.access_by_bus::numeric > 33.5 AND T2.type_id = 1         GROUP BY T1.year",127
how many cities have a higher percentage of people in proximity of a bus stop than 33.5 per year?,"SELECT T1.year, COUNT(*)         FROM accessibility_bus AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.access_by_bus::numeric > 33.5 AND T2.type_id = 1         GROUP BY T1.year",127
how many municipalities have a share of people living at a bus stop nearer than 33.5 per year?,"SELECT T1.year, COUNT(*)         FROM accessibility_bus AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.access_by_bus::numeric > 33.5 AND T2.type_id = 1         GROUP BY T1.year",127
how many municipalities have a population in the proximity of a bus stop than 33.5 per year?,"SELECT T1.year, COUNT(*)         FROM accessibility_bus AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.access_by_bus::numeric > 33.5 AND T2.type_id = 1         GROUP BY T1.year",127
how many municipalities have higher proportion of people living near a bus stop than 33.5 per year?,"SELECT T1.year, COUNT(*)         FROM accessibility_bus AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.access_by_bus::numeric > 33.5 AND T2.type_id = 1         GROUP BY T1.year",127
how many municipalities have a share of people living near a bus stop higher than 33.5 per year?,"SELECT T1.year, COUNT(*)         FROM accessibility_bus AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.access_by_bus::numeric > 33.5 AND T2.type_id = 1         GROUP BY T1.year",127
how many municipalities have a population share in the proximity of a bus stop higher than 33.5 per year?,"SELECT T1.year, COUNT(*)         FROM accessibility_bus AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.access_by_bus::numeric > 33.5 AND T2.type_id = 1         GROUP BY T1.year",127
how many municipalities have a proportion of the population living near a bus stop that is higher than 33.5 per year?,"SELECT T1.year, COUNT(*)         FROM accessibility_bus AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.access_by_bus::numeric > 33.5 AND T2.type_id = 1         GROUP BY T1.year",127
"in 2014, how high is the total number of people living near a bus stop in the canton of zurich?",SELECT T1.access_by_bus FROM accessibility_bus AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2014,48.3
how much is the total share of people living in 2014 in close proximity to a bus stop in the canton of zurich?,SELECT T1.access_by_bus FROM accessibility_bus AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2014,48.3
how high is the total number of people living in the kanton zurich close to a bus stop in 2014?,SELECT T1.access_by_bus FROM accessibility_bus AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2014,48.3
how high is the share of people who live in the near vicinity of a bus stop in the canton of zurich in 2014?,SELECT T1.access_by_bus FROM accessibility_bus AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2014,48.3
how high is the total number of people living in 2014 in proximity to a bus stop in the canton of zurich?,SELECT T1.access_by_bus FROM accessibility_bus AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2014,48.3
how high is the total share of people living near a bus stop in the canton of zurich in 2014?,SELECT T1.access_by_bus FROM accessibility_bus AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2014,48.3
