Kategorie,Sparte,Nachgefragt,Beschluss,Status,Eingangsdatum,Beschlussdatum,ID
Kulturunternehmen gemeinnützig,Tanz/Theater,3600,NA,Ablehnung,2020-05-04,2020-06-16,a6120d14
Kulturunternehmen gewinnorientiert,Tanz/Theater,30000,NA,Ablehnung,2020-05-04,2020-06-16,8e56bb58
Kulturschaffende,Musik,2000,NA,Ablehnung,2020-05-04,2020-06-16,5a1267f4
Kulturschaffende,Musik,18600,7000,Ausbezahlt,2020-05-04,2020-09-03,28eacb4f
Kulturschaffende,Musik,25800,21100,Ausbezahlt,2020-05-04,2020-09-09,ad66ad85
Kulturschaffende,Tanz/Theater,20800,0,Ausbezahlt,2020-05-04,2020-09-17,a7b4e369
Kulturunternehmen gemeinnützig,Musik,1266500,871100,Ausbezahlt,2020-05-04,2020-10-07,2890a08d
Kulturschaffende,Musik,32700,7300,Ausbezahlt,2020-05-04,2020-09-21,64d8a292
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,87300,220300,Ausbezahlt,2020-05-04,2020-09-03,fbe496f3
Kulturschaffende,Musik,20200,NA,Ablehnung,2020-05-04,2020-06-16,3011bbc5
Kulturunternehmen gemeinnützig,Musik,233200,74500,Ausbezahlt,2020-05-04,2020-09-09,c20e8191
Kulturschaffende,Tanz/Theater,1900,NA,Ablehnung,2020-05-04,2020-06-23,560201f6
Kulturunternehmen gewinnorientiert,Musik,97500,48700,Ausbezahlt,2020-05-04,2020-09-29,e2149c88
Kulturschaffende,Tanz/Theater,44500,20500,Ausbezahlt,2020-05-04,2020-09-03,45774a47
Kulturschaffende,Literatur,14600,100,Ausbezahlt,2020-05-05,2020-09-21,5a503199
Kulturschaffende,Film,15000,NA,Ablehnung,2020-05-05,2020-06-16,d132c523
Kulturschaffende,Musik,1700,700,Ausbezahlt,2020-05-04,2020-06-29,ad8a5801
Kulturunternehmen gemeinnützig,Bildende Kunst,640900,0,Ausbezahlt,2020-05-04,2020-09-29,d13df1b4
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,2000000,NA,Ablehnung,2020-05-03,2020-05-27,656271fb
Kulturunternehmen gemeinnützig,Design,1800,NA,Ablehnung,2020-05-04,2020-08-18,f5c76807
Kulturunternehmen gemeinnützig,Tanz/Theater,47000,1600,Ausbezahlt,2020-05-04,2020-11-03,9eab4859
Kulturunternehmen gewinnorientiert,Film,24300,12800,Ausbezahlt,2020-05-03,2020-09-09,299701b0
Kulturschaffende,Musik,7400,0,Ausbezahlt,2020-05-03,2020-09-17,fc44f21e
Kulturschaffende,Musik,237000,84700,Ausbezahlt,2020-05-03,2020-08-28,b3c96c10
Kulturschaffende,Musik,2200,NA,Ablehnung,2020-05-03,2020-09-03,1c644261
Kulturschaffende,Musik,14000,7300,Ausbezahlt,2020-05-02,2020-09-03,94ef7cd3
Kulturschaffende,Musik,11600,0,Ausbezahlt,2020-05-02,2020-10-28,77bddb0e
Kulturschaffende,Tanz/Theater,40000,4100,Ausbezahlt,2020-05-02,2020-09-21,91fd21ac
Kulturschaffende,Literatur,2700,NA,Ablehnung,2020-05-02,2020-08-18,e34dd00e
Kulturschaffende,Musik,6800,4300,Ausbezahlt,2020-05-02,2020-10-14,6371fa13
Kulturschaffende,Musik,12500,NA,Ablehnung,2020-05-02,2020-06-16,b5d5da20
Kulturschaffende,Tanz/Theater,2100,200,Ausbezahlt,2020-05-02,2020-09-03,712e9d7b
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,35400,11000,Ausbezahlt,2020-05-02,2020-09-22,a8beaab4
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,66800,NA,Ablehnung,2020-05-02,2020-06-09,374bc614
Kulturunternehmen gemeinnützig,Museen,94900,41600,Ausbezahlt,2020-05-01,2020-09-03,30cf64bf
Kulturschaffende,Tanz/Theater,5400,900,Ausbezahlt,2020-05-01,2020-09-09,de0046e2
Kulturunternehmen gemeinnützig,Tanz/Theater,53900,800,Ausbezahlt,2020-05-01,2020-09-21,973a1cb1
Kulturschaffende,Musik,6000,1600,Ausbezahlt,2020-05-01,2020-09-09,09a0357f
Kulturunternehmen gemeinnützig,Tanz/Theater,28100,22500,Ausbezahlt,2020-05-01,2020-09-09,4ada3315
Kulturschaffende,Musik,71900,34800,Ausbezahlt,2020-05-01,2020-09-09,6bf62476
Kulturunternehmen gemeinnützig,Kino,43600,5100,Ausbezahlt,2020-05-01,2020-11-03,7aab52ea
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,226200,NA,Ablehnung,2020-04-27,2020-09-03,d67edc64
Kulturschaffende,Musik,5200,NA,Ablehnung,2020-04-27,2020-06-04,cf0129e7
Kulturschaffende,Musik,5200,0,Ausbezahlt,2020-04-27,2020-09-03,8a8bd1ae
Kulturschaffende,Musik,5700,600,Ausbezahlt,2020-04-27,2020-07-10,6259d073
